title,group,product,entities,random_key,image_url,brand,persian_name
کیف لوازم آرایش خندالو طرح غرق در آب,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['غرق در آب']}]",af5ab0f6-c563-4dd4-9633-df51b9c25083,https://image.torob.com/base/images/w8/AK/w8AKXAoIKFZMU3sh.jpg,,
کیف لوازم آرایش خندالو طرح کاشی,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['کاشی']}]",7271d9fe-4b10-454b-b629-752acf232799,https://image.torob.com/base/images/OE/vM/OEvMBNTgrcezLRaZ.jpg,,
کیف لوازم آرایش خندالو طرح خرگوش,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['خرگوش']}]",8d4d1bd2-b2ac-4c3f-bffd-3b38be924f0e,https://image.torob.com/base/images/O0/2_/O02_zWWiei7NjY_C.jpg,,
کیف آرایشی چرمی قایقی استردار بصورت عمده,نامشخص,کیف آرایشی,"[{'name': 'جنس', 'values': ['چرمی']}, {'name': 'طرح', 'values': ['قایقی']}, {'name': 'ویژگی ها', 'values': ['استردار']}]",052405e7-257c-4c1c-bbb1-3de2bcbd07a2,https://image.torob.com/base/images/Y9/gu/Y9gu6aQj2ErvceIA.jpg,,
کیف لوازم آرایش qoeuyl boutique اورجینال خارجی QBC1182 It's Like We Are Vacuum Cleaners Funny Printed Cloth Makeup Bag Pen Holder Wallet,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['qoeuyl boutique']}, {'name': 'کشور', 'values': ['خارجی']}, {'name': 'جنس', 'values': ['Cloth']}, {'name': 'کاربرد', 'values': ['Pen Holder', 'Wallet']}, {'name': 'ویژگی ها', 'values': ['Funny Printed']}]",308d288a-86cb-480e-ab46-047e84774038,https://image.torob.com/base/images/xL/C6/xLC6F4z_Frt1tFk1.jpg,,
کیف لوازم آرایش خندالو طرح زیر دریا,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['زیر دریا']}]",e992b681-5704-4bd2-ba1e-cef455dcc98a,https://image.torob.com/base/images/hd/n0/hdn04ilXG4Fprj15.jpg,,
کیف آرایشی روبان دوزی گل ریز,نامشخص,کیف آرایشی,"[{'name': 'طرح', 'values': ['روبان دوزی گل ریز']}]",1075b936-306d-461f-96fa-bc291d030131,https://image.torob.com/base/images/sL/g8/sLg8usyaChpQUkHv.jpg,,
کیف لوازم آرایش زنانه پول اند بیر,زنانه,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['پول اند بیر']}]",04bbaea0-f267-4cb6-ab3b-a259cab4b642,https://image.torob.com/base/images/aU/hn/aUhncX2vzjMCx6Fe.jpg,,
"کیف لوازم آرایش برند متفرقه اورجینال GRAFİKSPAN GS-1692 kitten and mother cat Printed Makeup Bag, Pen Holder",نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['متفرقه']}, {'name': 'طرح', 'values': ['kitten and mother cat Printed']}, {'name': 'کاربرد', 'values': ['Pen Holder']}]",9822866e-9167-42c0-8a9d-a9460af2a75b,https://image.torob.com/base/images/sw/m3/swm3IXqahx2uYjMo.jpg,,
کیف لوازم آرایش,نامشخص,کیف لوازم آرایش,[],54d9ca3c-0eba-4a78-8008-8dea6b22a5e1,https://image.torob.com/base/images/xc/3d/xc3d4--2d9GZ3Bop.jpg,,
کیف لوازم آرایش خندالو طرح منظره طبیعت,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['منظره طبیعت']}]",d5f6594e-148e-420e-a527-a07f2d2f41b7,https://image.torob.com/base/images/SL/9n/SL9nuGF0fq-XEXQL.jpg,,
کیف لوازم آرایشی تیتو,نامشخص,کیف لوازم آرایش,[],1b455e60-e218-4ce2-a235-d86f86cf3adc,https://image.torob.com/base/images/Kx/Cw/KxCwGvEB7yNEj9V_.jpg,,
کیف لوازم آرایش خندالو طرح ماهی,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['ماهی']}]",b84c3bda-f5f5-4557-96ab-c9259c47a669,https://image.torob.com/base/images/fN/oj/fNoj1j9wUweVRluE.jpg,,
کیف لوازم آرایش خندالو طرح سلف پرتره ونگوگ,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['سلف پرتره ونگوگ']}]",d875212a-c436-451d-83ac-b83a19f69a5c,https://image.torob.com/base/images/gD/v2/gDv2F4roBy5dDWsw.jpg,,
کیف رولی شطرنجی,نامشخص,کیف,"[{'name': 'طرح', 'values': ['شطرنجی']}, {'name': 'نوع کلی', 'values': ['کیف رولی']}]",fbd75927-6203-4011-bb32-4394f737b978,https://image.torob.com/base/images/wR/Uz/wRUz1Y8GqbiRT1j_.jpg,,
کیف لوازم آرایش خندالو طرح قهوه (Coffee),نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['قهوه']}]",ab7a8d0d-fe00-4413-970c-3ee925492a8e,https://image.torob.com/base/images/gj/1k/gj1kQLCYID47i1eQ.jpg,,
کیف لوازم آرایش خندالو طرح شوگا گروه موسیقی بی تی اس BTS,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['شوگا گروه موسیقی بی تی اس BTS']}]",924640bf-05e4-4853-9f58-acc9970566fd,https://image.torob.com/base/images/u6/Zj/u6ZjcKfcKMz5yODN.jpg,,
کیف آرایشی اورجینال برند Vulli کد 820079964,نامشخص,کیف آرایش,"[{'name': 'برند', 'values': ['Vulli']}]",624eea29-f952-4c8b-8b37-706f4620cb06,https://image.torob.com/base/images/q7/Ly/q7LyS4igqDkcu82x.jpg,,
کیف لوازم آرایشی ویکتوریا سکرت کد ۱۰۵,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['ویکتوریا سکرت']}]",a753e41a-33f1-4a8f-accc-7e4f94b8e419,https://image.torob.com/base/images/jL/vW/jLvWubjViIDhUcj7.jpg,,
کیف آرایشی شاین,نامشخص,کیف آرایش,"[{'name': 'طرح', 'values': ['شاین']}]",ef9e77e0-bbef-423c-9b57-b6dc54e0b211,https://image.torob.com/base/images/vk/lz/vklzio6PimwjB9kV.jpg,,
"کیف لوازم آرایش برند متفرقه اورجینال designedfy DFYCLUTCH-051 Clutch Flower Market Amsterdam Printed Cloth Makeup Bag, Pen Holder, Handbag",نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['designedfy DFYCLUTCH-051']}, {'name': 'کاربرد', 'values': ['Pen Holder', 'Handbag']}, {'name': 'جنس', 'values': ['Cloth']}, {'name': 'طرح', 'values': ['Flower Market Amsterdam Printed']}]",88a4014f-8005-4b3b-91d0-9cdacc81c91a,https://image.torob.com/base/images/uG/X4/uGX4udjCH6wnAZ2h.jpg,,
کیف لوازم آرایش خندالو طرح نقاب گرگ,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['نقاب گرگ']}]",458ae647-488e-478a-a994-a7317a7eebc9,https://image.torob.com/base/images/0B/qO/0BqOrziTZVLcvbC6.jpg,,
کیف آرایشی و بهداشتی کالت بیوتی ارسال از 1 روز کاری آینده,نامشخص,کیف,"[{'name': 'نوع کلی', 'values': ['کیف آرایشی و بهداشتی']}]",bd632859-96a5-410f-bcd8-aa98bce4ef01,https://image.torob.com/base/images/PJ/5H/PJ5HZifULVz8z9xm.jpg,,
کیف لوازم آرایش و براش سیلیکونی تووال Tuval کد 1845876,نامشخص,کیف لوازم آرایش,"[{'name': 'جنس', 'values': ['سیلیکونی']}, {'name': 'برند', 'values': ['Tuval']}, {'name': 'نوع کلی', 'values': ['کیف براش']}]",9304d1a9-55d2-4034-ab23-39b4a78ff0d3,https://image.torob.com/base/images/CT/KB/CTKBE6p6nTwAjqLR.jpg,,
کیف آرایشی طرح تابستون,نامشخص,کیف آرایش,"[{'name': 'طرح', 'values': ['تابستون']}]",e558d816-047e-4e76-86e5-cf2ddbfdd90b,https://image.torob.com/base/images/9v/W-/9vW-jCdyIavY0K2Z.webp,,
کیف لوازم آرایش خندالو طرح دستگاه قهوه ساز,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['دستگاه قهوه ساز']}]",e0f6660d-5b35-46a1-81de-8df1e0e0d554,https://image.torob.com/base/images/jV/vq/jVvqAVmUlJVG14eX.jpg,,
کیف لوازم آرایشی زنانه کد 6633,زنانه,کیف لوازم آرایش,[],69add9e8-b8f1-4e9c-aaf1-175701a335e9,https://image.torob.com/base/images/pd/0X/pd0Xk79aibJEbkqQ.jpg,,
کیف آرایشی اورجینال Creativeharbor اورجینال,نامشخص,کیف آرایشی,"[{'name': 'برند', 'values': ['Creativeharbor']}]",d1b6b38a-c034-469e-926e-70916729782c,https://image.torob.com/base/images/1w/mX/1wmXdBHkG1SXL7U6.jpg,,
کیف آرایشی رولی کد 7075,نامشخص,کیف آرایشی,"[{'name': 'نوع کلی', 'values': ['رولی']}]",37f5a43f-97c5-481c-a81d-14561311aceb,https://image.torob.com/base/images/ST/ei/STeitc9_-bQXkmFL.jpg,,
کیف لوازم آرایش خندالو طرح آکوا انیمه کونوسوبا,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['آکوا انیمه کونوسوبا']}]",babb9bfe-ff9b-46b5-85cb-04f671941039,https://image.torob.com/base/images/qa/mi/qamiioktAh23q9cp.jpg,,
کیف لوازم آرایش خندالو طرح فرشته,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['فرشته']}]",200b37e5-7b88-4627-8ed4-9f953d4f8d12,https://image.torob.com/base/images/Wj/mE/WjmE7zIulb0NvOEC.jpg,,
کیف لوازم آرایش خندالو طرح خوشنویس مملکت,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['خوشنویس مملکت']}]",3fd8aea0-2b9b-4cd7-b9db-9996b0e9d98b,https://image.torob.com/base/images/uk/qg/ukqgxdDusKcSrFAW.jpg,,
کیف آرایشی سوئیت شی,نامشخص,کیف آرایشی,"[{'name': 'برند', 'values': ['سوئیت شی']}]",b2a59707-39b0-4e66-922a-5faa893bf9ca,https://image.torob.com/base/images/ep/-a/ep-aC1sU0pcocHbZ.jpg,,
کیف آرایشی اورجینال برند Boldy کد 832310081,نامشخص,کیف آرایشی,"[{'name': 'برند', 'values': ['Boldy']}]",1e9999d3-371e-451e-bf9a-657e35af8367,https://image.torob.com/base/images/yx/OT/yxOTZTQIZccXQ5sT.jpg,,
ست کیف زنانه یا دخترانه ست هدیه ست کیف پول ( نوار بهداشتی قلبی کیف ارایش جلد شناسنامه یا پاسپورت),زنانه یا دخترانه,کیف ارایش,[],87ad4fc3-7b83-4137-a372-9653206b338d,https://image.torob.com/base/images/dk/_O/dk_Omv-2a7KHNpu5.jpg,,
کیف ارایش لمه ویکتوریا سکرت,نامشخص,کیف ارایش,"[{'name': 'جنس', 'values': ['لمه']}, {'name': 'برند', 'values': ['ویکتوریا سکرت']}]",13f45007-9def-48e0-a0ee-568bd15f7370,https://image.torob.com/base/images/Fu/6o/Fu6oanX7J_XRJUY8.jpg,,
کیف لوازم آرایش Hedwig Design اورجینال برند برند متفرقه DYSON-2 Airwrap Compatible Leopard/heart/flower Pattern Hair Styling Bag / Travel Bag Organizer Xl,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['Hedwig Design', 'DYSON-2 Airwrap Compatible']}, {'name': 'طرح', 'values': ['Leopard/heart/flower Pattern']}, {'name': 'نوع کلی', 'values': ['Travel Bag Organizer Xl']}]",05cb83db-a24e-4004-b449-29831ce5f152,https://image.torob.com/base/images/Rt/sc/RtscHLhNOiHcHHwV.jpg,,
کیف لوازم آرایش خندالو طرح کاشی,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['کاشی']}]",ae4c55b8-a6cc-4a5b-8d83-b6390868980c,https://image.torob.com/base/images/jw/ob/jwob2wHQgsOP70Ni.jpg,,
کیف لوازم آرایشی ژیا مدل کندی از جنس تدی,نامشخص,کیف لوازم آرایشی,"[{'name': 'برند', 'values': ['ژیا']}, {'name': 'نوع کلی', 'values': ['کندی']}, {'name': 'جنس', 'values': ['تدی']}]",27489794-d8eb-485b-90d7-8e38482a068b,https://image.torob.com/base/images/FI/CC/FICC8-w-XHkk2GNR.jpg,,
کیف لوازم آرایش خندالو طرح لیونل مسی,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['لیونل مسی']}]",fe96901f-0397-4171-88a1-25be4ac76e52,https://image.torob.com/base/images/Gj/2P/Gj2Pahe6h0jN9KHJ.jpg,,
کیف لوازم آرایش سه تیکه طرح گل بابونه مشکی,نامشخص,کیف لوازم آرایش,"[{'name': 'کاربرد', 'values': ['ست سه تیکه']}, {'name': 'طرح', 'values': ['گل بابونه']}, {'name': 'رنگ', 'values': ['مشکی']}]",48a37ea5-b121-4cc7-a752-22928cab3e28,https://image.torob.com/base/images/7S/9o/7S9odlouX-j7SJHT.jpg,,
کیف لوازم آرایش خندالو طرح بعد عمری کامدی بنشین زمانی پیش ما,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['بعد عمری کامدی بنشین زمانی پیش ما']}]",c52e9616-11d2-4f26-ab36-69f7488b7470,https://image.torob.com/base/images/7b/_6/7b_6y5-IkSG8-Ayq.jpg,,
کیف لوازم آرایش خارجی اورجینال MODAVİX makyaj005 Modavix Glitter Makeup Bag,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['MODAVİX']}, {'name': 'نوع کلی', 'values': ['Glitter Makeup Bag']}]",183ee405-7139-484f-a44a-494d51ff02d5,https://image.torob.com/base/images/1a/MP/1aMPdZNjjoYaz7nM.jpg,,
کیف لوازم آرایش بژ qoeuyl boutique برند متفرقه اورجینال QBC1204 Friends Black Printed Cloth Makeup Bag Pen Holder Wallet,نامشخص,کیف لوازم آرایش,"[{'name': 'رنگ', 'values': ['بژ', 'مشکی']}, {'name': 'برند', 'values': ['متفرقه', 'qoeuyl boutique']}, {'name': 'جنس', 'values': ['پارچه']}, {'name': 'طرح', 'values': ['چاپدار', 'Friends Black']}]",54905a54-8d50-4184-9db7-0b02a8e30d6c,https://image.torob.com/base/images/SK/FY/SKFYXaGGrbaV3R2g.jpg,,
کیف لوازم آرایش خندالو طرح گربه,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['گربه']}]",ca2cbf92-651f-4460-8754-d29885f1234b,https://image.torob.com/base/images/ZX/Sg/ZXSgpyKzBBymK0US.jpg,,
جعبه آرایشی فانتزی تکی ضخیم,نامشخص,جعبه آرایشی,"[{'name': 'طرح', 'values': ['فانتزی']}, {'name': 'ویژگی ها', 'values': ['ضخیم']}]",fc1ee826-9e1b-48cf-a477-67cf1a4d46a6,https://image.torob.com/base/images/Ak/8I/Ak8ICrwIQmznb4__.jpg,,
کیف لوازم آرایشی طرح گوشه شیکدو مدل CTB06,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['شیکدو']}, {'name': 'طرح', 'values': ['گوشه']}]",12d6b8e0-01cb-46a9-971a-64f35372e4a7,https://image.torob.com/base/images/7B/JO/7BJOcpo7CPak13kq.jpg,,
کیف رولی لوازم آرایش,نامشخص,کیف لوازم آرایش,"[{'name': 'نوع کلی', 'values': ['رولی']}]",89194e0f-b76b-4550-ab78-26d907721f13,https://image.torob.com/base/images/ma/RY/maRYGf4ur4aYtXNU.jpg,,
کیف لوازم آرایش مخمل زیپ دار کاپریس,نامشخص,کیف لوازم آرایش,"[{'name': 'جنس', 'values': ['مخمل']}, {'name': 'نحوه بسته شدن', 'values': ['زیپ دار']}, {'name': 'برند', 'values': ['کاپریس']}]",7b2431fe-763e-48db-872a-360d64207185,https://image.torob.com/base/images/2g/xw/2gxwCyOV551jPvM-.jpg,,
"کیف لوازم آرایش بژ designedfy برند متفرقه اورجینال DFYCLUTCH-312 Sponge Bob Team Printed Cloth Makeup Bag, Pen Holder, Handbag",نامشخص,کیف لوازم آرایش,"[{'name': 'رنگ', 'values': ['بژ']}, {'name': 'برند', 'values': ['متفرقه', 'designedfy']}, {'name': 'جنس', 'values': ['پارچه']}, {'name': 'طرح', 'values': ['چاپدار', 'Sponge Bob Team']}]",0c03a795-9536-4d50-bd12-1036b5f2edee,https://image.torob.com/base/images/zX/9j/zX9jr_fRK_5N_u1Q.jpg,,
کیف لوازم آرایش خندالو طرح چرخ برهم زنم ار غیر مرادم گردد,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['چرخ برهم زنم ار غیر مرادم گردد']}]",b46e981a-fade-489b-9961-e3abb6ed7769,https://image.torob.com/base/images/dO/I3/dOI3BV8ZO2Qggslq.jpg,,
کیف لوازم آرایش زنانه مدل مهدیه,زنانه,کیف لوازم آرایش,[],dea6b1a7-eefb-4385-898e-6d9a82ff1f05,https://image.torob.com/base/images/iz/QA/izQAcFCZdF77VjQ2.jpg,,
کیف آرایشی پارچه ای شون,نامشخص,کیف آرایشی,"[{'name': 'جنس', 'values': ['پارچه ای']}, {'name': 'برند', 'values': ['شون']}]",3989465d-0fb9-4094-bea7-5ef539974634,https://image.torob.com/base/images/MA/Rn/MARnoa6Lg3A5wI6p.jpg,,
کیف لوازم آرایش برند استرادیواریوس Stradivarius اصل 3722701,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['استرادیواریوس', 'Stradivarius']}]",89f4e58f-9ace-4b3e-8f9e-4c4126250c82,https://image.torob.com/base/images/f-/fs/f-fsHlgo85AzJn7m.jpg,,
کیف لوازم آرایش خندالو طرح رزمی کار مملکت,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['رزمی کار مملکت']}]",0af70ae0-2380-41ed-bc71-49e55cd6ad06,https://image.torob.com/base/images/m3/2W/m32Wk3SIoKuZIKpM.jpg,,
کیف آرایشی بونو چرمی مدل لونا,نامشخص,کیف آرایشی,"[{'name': 'برند', 'values': ['بونو']}, {'name': 'جنس', 'values': ['چرمی']}]",0c648f1c-7e92-4951-9bae-91a4995dd91b,https://image.torob.com/base/images/SC/JZ/SCJZN0NYG_mvMpJn.jpg,,
کیف لوازم آرایش خارجی اورجینال DSD yenivegi1 Vegan PU Leather Makeup Bag Large Capacity Portable Makeup Bag,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['DSD yenivegi1']}, {'name': 'جنس', 'values': ['PU Leather', 'Vegan Leather']}, {'name': 'سایز', 'values': ['Large Capacity']}, {'name': 'ویژگی ها', 'values': ['قابل حمل']}]",7dec21d7-4ac4-4d3d-86e4-e6bdb8ec1f11,https://image.torob.com/base/images/V8/BY/V8BYoOOPAaUkf94R.jpg,,
کیف لوازم آرایش خندالو طرح هزار بسته مسکن فدای این غم برنا,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['هزار بسته مسکن فدای این غم برنا']}]",35461577-02c7-4a27-b80d-3d9daf959116,https://image.torob.com/base/images/Ue/ZJ/UeZJGcPRa4c6i0td.jpg,,
کیف لوازم آرایشی مردانه مدل 1542,مردانه,کیف لوازم آرایش,[],def1103b-466a-4817-8101-65d36e40fe30,https://image.torob.com/base/images/-t/br/-tbriwZpCCH5zUn8.jpg,,
کیف لوازم آرایش خندالو طرح تنیس,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['تنیس']}]",c1280569-6896-4d73-9e18-6c2b86b55e70,https://image.torob.com/base/images/69/Fy/69FySdsoPXhPRsFc.jpg,,
کیف لوازم آرایش خندالو طرح سیب و موز,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['سیب و موز']}]",26ee7ba9-153b-4ab2-9b43-3f6c97ac163c,https://image.torob.com/base/images/uc/4d/uc4dRobvXO6SxfqL.jpg,,
کیف لوازم آرایش خندالو طرح کامپیوتر,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['کامپیوتر']}]",f4d18204-e6ae-474c-af71-e6229eb239b3,https://image.torob.com/base/images/9Q/Io/9QIoBsi-A3bx3LdD.jpg,,
کیف آرایشی ۳ جیب آویز,نامشخص,کیف آرایشی,"[{'name': 'تعداد محفظه', 'values': ['۳ جیب']}, {'name': 'ویژگی ها', 'values': ['آویز']}]",85e68556-053a-48c9-bf20-181ca7e58a52,https://image.torob.com/base/images/nD/jD/nDjDM7nMfJowHWY2.jpg,,
کیف آرایشی حراج,نامشخص,کیف آرایشی,[],f93a212d-321e-422d-ab9a-4273c6be2c7a,https://image.torob.com/base/images/OQ/m9/OQm9L0nbkTKfoWXB.jpg,,
کیف لوازم آرایش خندالو طرح گربه و کارتون,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['گربه و کارتون']}]",7a67f563-1f31-4d05-8a75-224d083de7ff,https://image.torob.com/base/images/zm/Bx/zmBxoJ6ivftQbGv2.jpg,,
کیف لوازم آرایش خندالو طرح یلدا مبارک,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['یلدا مبارک']}]",061ac510-fcfc-4a61-aa16-2e72636d0749,https://image.torob.com/base/images/Q5/at/Q5at95KI--5AU2-K.jpg,,
کیف آرایشی اورجینال برند Designedfy کد 641206410,نامشخص,کیف آرایشی,"[{'name': 'برند', 'values': ['Designedfy']}]",ca282cf1-c15d-4565-be0f-37a27fb7a5a4,https://image.torob.com/base/images/SI/Tg/SITgFlQiDk2vtfPK.jpg,,
کیف لوازم آرایش خندالو طرح گربه,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['گربه']}]",b62e0870-ae88-48fe-b381-fab3bb4e1d23,https://image.torob.com/base/images/ER/aT/ERaTM3YymvpErDr7.jpg,,
کیف لوازم آرایش Punchiess اورجینال برند برند متفرقه DMVMC Smoke Blue Floral Fur Plush Makeup Bag,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['Punchiess', 'متفرقه']}, {'name': 'طرح', 'values': ['Smoke Blue Floral Fur Plush']}]",0e7e2c7c-1ca7-4e74-82e6-7a7e85afb48d,https://image.torob.com/base/images/SE/D4/SED4AhdfsEFuv_rs.jpg,,
کیف لوازم آرایش Çınar Bez Çanta اورجینال برند برند متفرقه,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['Çınar Bez Çanta', 'متفرقه']}]",39b23d16-07fc-460f-a7a0-604a151c163e,https://image.torob.com/base/images/MR/FK/MRFKt_yl9xg4tixF.jpg,,
کیف لوازم آرایش خندالو طرح آقای کارمند بانک,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['آقای کارمند بانک']}]",35041e52-a259-4df9-9a2e-fee6e569d895,https://image.torob.com/base/images/8L/ik/8LikG2wO-pGXE_Xu.jpg,,
کیف آرایشی هلو کیتی,نامشخص,کیف آرایشی,"[{'name': 'طرح', 'values': ['هلو کیتی']}]",979db2f7-38f9-4b10-bf99-82c57c9fee8c,https://image.torob.com/base/images/tN/fv/tNfvICymgl6IHRM4.jpg,,
کیف لوازم آرایش خندالو طرح باغ گل,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['باغ گل']}]",a3da7212-068c-44ae-bb1d-b370bc4bf564,https://image.torob.com/base/images/3p/Gg/3pGgvHsPbMuUB8AK.jpg,,
کیف آرایشی,نامشخص,کیف آرایشی,[],f65e1bb7-c2e7-455d-af56-b8d7aa1feee0,https://image.torob.com/base/images/8P/2X/8P2XT-l4Jskt5tTe.jpg,,
کیف لوازم آرایش خندالو طرح جیمین گروه موسیقی بی تی اس BTS,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['جیمین گروه موسیقی بی تی اس BTS']}]",6788f0b0-af7d-45bf-b929-e2d53cb3d041,https://image.torob.com/base/images/z5/Rh/z5Rh6wv-Hzu6gAa1.jpg,,
کیف لوازم آرایش خندالو طرح چهره گریان,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['چهره گریان']}]",f3e19f52-5d0d-4a44-a58e-cf97b353809c,https://image.torob.com/base/images/Nu/xC/NuxCAzK1QDjDndpm.jpg,,
کیف لوازم آرایش خندالو طرح یخچال,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['یخچال']}]",d2bab819-f15a-4340-a31a-0a014efdc578,https://image.torob.com/base/images/8O/co/8Oco7kkeHZyycpXY.jpg,,
کیف لوازم آرایش خندالو طرح ادیتور مملکت,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['ادیتور مملکت']}]",81de7153-df72-416a-99cd-78ab6fc1454d,https://image.torob.com/base/images/ks/KO/ksKOS48NF17xwvYx.jpg,,
کیف لوازم آرایش زنانه دیسکاوری مدل METROPPLIS D00211,زنانه,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['دیسکاوری']}]",8070daa7-3310-421c-b2bd-59ab55e097e0,https://image.torob.com/base/images/Wa/zK/WazKSHz39NcOs_Dy.jpg,,
واش بگ کیف لوازم آرایشی,نامشخص,کیف لوازم آرایشی,"[{'name': 'نوع کلی', 'values': ['واش بگ']}]",483c3c8b-38a1-4c3a-ae6f-0655201d0cb7,https://image.torob.com/base/images/X0/Kd/X0KdWJeLFQJnBR9A.jpg,,
کیف آرایشی اورجینال برند By semay damla sen مدل Clutch Ekru Fermuarlı Makyaj Çantası کد 100109274,نامشخص,کیف آرایشی,"[{'name': 'برند', 'values': ['By semay damla sen']}]",0bcda485-8a41-4a92-a210-c238e06aed0a,https://image.torob.com/base/images/dg/8x/dg8xiwwCLvQE0mlC.jpg,,
کیف لوازم آرایشی مسافرتی ویکتوریا سکرت,نامشخص,کیف لوازم آرایشی,"[{'name': 'برند', 'values': ['ویکتوریا سکرت']}, {'name': 'کاربرد', 'values': ['مسافرتی']}]",285d7443-c157-42dd-9d51-c086a9e2d469,https://image.torob.com/base/images/UV/Bk/UVBkzhLidK_devg3.jpg,,
کیف لوازم آرایش خندالو طرح گمشده,نامشخص,کیف لوازم آرایش,"[{'name': 'برند', 'values': ['خندالو']}, {'name': 'طرح', 'values': ['گمشده']}]",06db3e39-ef80-4ad3-88c9-6365f2557e22,https://image.torob.com/base/images/Ve/-V/Ve-V1G-k1U0Iki86.jpg,,
کیف ابزار کراتین روسو,نامشخص,کیف ابزار کراتین روسو,[],5c325fd1-80b2-4cf9-8a59-d7ab822e0396,https://image.torob.com/base/images/Qn/ab/QnabWMMTAAUe6T2k.jpg,,
